username,anime_id,score
FranGS,3731,7.0
progressivespoon,2476,7.0
Katsuragi222,4725,6.0
arshasj,47778,5.0
-Lucilfer-,225,6.0
ForflayyO,2174,8.0
Rivridis,51122,10.0
Tibler,8476,8.0
iwatch2muchanime,13221,8.0
potatostuff,35790,6.0
Tiagolima1,10620,8.0
ThundBlack002,6675,7.0
TigreDoPi,38483,7.0
Foms,4189,10.0
ForgottenClosed,30485,10.0
-Des-,48542,8.0
-Jefuri-,8861,4.0
Fooliann,33352,7.0
Tieguai999,25879,9.0
-Crown-,9379,10.0
Rivalisss,1222,6.0
Forfeit-,31964,8.0
Karkato,51495,5.0
-Blacha-,5252,7.0
itsanimel,52701,9.0
itchika,1292,7.0
Monijij,51552,7.0
Ripjaw999,10080,9.0
MoonlitHalf,15729,7.0
KasaiSenpai,16417,8.0
CairoSCCP,1259,7.0
Cabubaloo,22865,5.0
MonsterLiebert,6512,6.0
-Araragi-,10079,7.0
ForeverLucky07,36317,6.0
-Arti-,10087,8.0
Thoru_UwU,2759,10.0
ivekz,10162,8.0
ThugHunter,11111,5.0
Thunder_God,7054,7.0
artdog,21273,7.0
Tiamat26,24833,7.0
-AcNo-,39535,10.0
protonblast,3927,8.0
Kasunia,16742,7.0
RisingFlames2004,42310,6.0
psavage,54794,4.0
--Mizuki--,53446,7.0
Katman666,32365,6.0
Riselv,28211,9.0
-Alicia-San-,14345,10.0
MonoUmbreon,9135,6.0
-Kushii-,14355,1.0
arunbainz,27655,7.0
Franciscan_Duck,20047,9.0
-Killua-,227,5.0
itschrono,22043,7.0
Franc7ss,59349,6.0
arunbainz,2001,8.0
Monkey_and_Panda,49889,10.0
Rippinite,37999,9.0
-Ellisson-,2904,10.0
Moonshadows,28851,10.0
Rizz_y,38408,8.0
art3mes,20767,10.0
Frandark10,28025,7.0
Francotk,40615,7.0
itsSleepySoul,22199,8.0
Kasztanowiec1337,48585,8.0
MonkeyDGabrielll,153,8.0
RithLuffy,32935,9.0
Tiblaster,58018,7.0
-Cobre-,31741,6.0
Franelas,4654,7.0
CXRBXRUS,54362,7.0
----Blank----,40056,8.0
-Dinnae-,32281,10.0
-Carnifex,28825,7.0
itzlutfi,31234,9.0
Monofly,17295,5.0
arkanpm,11843,8.0
power_shile,48,6.0
Moonalice,16732,5.0
Katenou,36511,7.0
Karokek7,12175,7.0
potbrick,18893,3.0
-Jefuri-,14345,6.0
arnavra3,47778,10.0
prollyumbra,30503,9.0
arthuregood,37430,7.0
Kashirou,22273,7.0
Kasztanowiec1337,392,8.0
Foolishweeb,4752,6.0
Karurosuuu,13659,8.0
Thrasherx13,199,10.0
Risteeen,38408,8.0
itchika,30727,7.0
asaba_yorune,36704,7.0
RisheKafka,57183,8.0
ixDako,37719,1.0
itzTenzy,15451,8.0
potatoguy77,35062,10.0
Thomas2005b,32867,8.0
KarlFellOffAnime,42963,5.0
Rippuvan,33839,5.0
Cabrisin,40834,10.0
Moonlight_Arc-V,7858,8.0
Monochrome10,12365,7.0
-Ecliptix-,47250,5.0
Folsks,60140,6.0
aryxnpandey,15059,8.0
FragileGlass,2514,7.0
Monkey3215,18897,4.0
Kasusu,4262,9.0
C_mikhail,10119,7.0
CKTalon1,41120,7.0
MooZombie,40682,7.0
MoneybagsMcGee,30276,10.0
prometeo392,58514,9.0
Kartik_1212,39966,2.0
Franguinho,38395,5.0
itschrono,15809,7.0
MontagZ,40591,9.0
Foxofdeath,41514,9.0
TiagoGomes,6500,4.0
KasumiSh,1222,6.0
Thyg,7647,8.0
promanias,38483,8.0
Katrol45,48561,9.0
RishJD,4063,8.0
---KING---,37223,6.0
prz,189,7.0
-Cyberia-,37976,6.0
-Catsidhe-,28297,8.0
-Cobre-,30,7.0
Rior_Archnemias,35135,10.0
Monzue,8140,6.0
itsThatWeeb,14749,10.0
RisingAceTraine,41467,6.0
-Ghosxuto-,28025,8.0
RiverboatRam,40206,5.0
RinsAl,468,8.0
artsysasaki,38816,7.0
Fradischen,14527,8.0
-Aria-,11981,10.0
ismichi,18229,10.0
Throwawaybathtow,11061,9.0
Rna87,38333,7.0
pozadoza,47778,8.0
itsmeaagain,14719,9.0
ixajii,44511,9.0
-ISHTIAK-,34443,9.0
ash_ika,38524,10.0
-Danmaku-,42544,3.0
RnRoger,11285,7.0
Fonzworth,48926,8.0
-HoneySenpai-,1239,8.0
-Hogarth-,302,9.0
Fomi,37779,7.0
MonkeeDan,54850,7.0
professor_otaku,24211,6.0
Monoluxuria,31378,10.0
Kasou,30300,3.0
prismajane,21073,9.0
Rising_Tempest,6702,7.0
prettyHearts,40456,3.0
Thunsgp,39489,6.0
Montizep,27775,9.0
ThrowStone,35507,2.0
primzcm,37984,7.0
CLASAIN,57181,9.0
Foraustin,33674,6.0
pruto1233,164,9.0
KatoDesu,11679,3.0
Kati-chan,33486,6.0
Tijs1710,47778,9.0
C_ryptic,50346,9.0
arrrrsh,39940,7.0
Ritsu_Kun,32981,7.0
-Kaejin-,25013,9.0
Montie,384,8.0
primzcm,20507,7.0
Karloz548,19815,8.0
RivaCry,31283,6.0
Tijolinhoo,52830,7.0
FossilFinder28,12355,9.0
arne0,6746,5.0
Fraiiz-Wanderer,189,8.0
armandomora,27775,9.0
CRLUFFY,30749,7.0
CLAE_1278,40852,6.0
-Lucas_Rocha-,34403,4.0
arkein,28891,9.0
arminamini01,2178,7.0
CSRED,59130,8.0
itszak,25537,5.0
Foslix,36563,8.0
Thor_Almighty,10080,7.0
Rixiia,28223,6.0
KatharinaDan,32937,8.0
Monsmania,22859,7.0
Kashi_Otaku,37719,7.0
armtheque,2997,7.0
Karma99,2472,7.0
Monk3yKage,5764,7.0
RoLiRu,51794,10.0
Kath_E,41694,8.0
Rithik393,52742,10.0
prince9971,19815,10.0
Fox____,54275,9.0
-Anko-,1869,10.0
prassun,8666,6.0
RizelTheBaka,46352,7.0
FraNxxx,39783,8.0
Karumont,387,8.0
Monolamfahim,37987,9.0
Rnh123,40908,5.0
prateeplus,3091,8.0
CR7SPY,27821,8.0
Riskelfish,35180,9.0
Ritupan,40776,10.0
Cachoera,12565,6.0
Ritokuro,9919,7.0
Monsterkill249,23755,9.0
Franguinho,54857,8.0
C_mikhail,227,7.0
MooZombie,37806,5.0
Fork3,48414,7.0
Kashtanator,33964,5.0
Thundji,38329,9.0
KatharinaDan,58567,7.0
FouleBazarD,33206,7.0
asaf,31637,6.0
Fraikz,39486,10.0
--------788,31964,9.0
Moontari,44511,8.0
Fraffo_,42351,5.0
Caioviski_,32281,2.0
Fr4m,40454,7.0
RiuZakeh,31553,8.0
-AlexL-,3783,8.0
FrAgE_NiTe,54857,10.0
pris_sucks,38000,8.0
Kasvai,39701,1.0
-Inuki,4472,7.0
CSMPiano,6547,5.0
-FaintSmile-,14513,9.0
procop,32951,7.0
Rnd22,49766,8.0
C_ryptic,51297,8.0
Ritz501,28025,8.0
Katman666,5,8.0
Cachoso13,37799,3.0
Katsuki,34572,7.0
arranoust,55888,8.0
TigerOtome19,49353,8.0
potatosaregreat,11597,8.0
RioScoty,39551,7.0
RisingPhantom,15323,7.0
princefa5,51562,6.0
arya002,21327,7.0
Karva1,39819,6.0
-Cultured-,50434,5.0
Katsudon96,40496,8.0
-EpicMan-,41206,8.0
Throni,42249,8.0
Tifu006,5114,10.0
Kartein,37779,10.0
arrived3rci,3588,7.0
itsmee_0e,59177,9.0
pracyst24,42203,8.0
-Aras,31181,7.0
Kasusu,39597,8.0
CR_Ahmed,41457,6.0
iwatch2muchanime,5333,5.0
Rndmguypassingby,36896,5.0
probjodye,40221,6.0
Tigerin0,936,6.0
CaiooRibeiro,38671,5.0
Fractyon,37799,4.0
MonsterZero11,31931,7.0
Rioyan,48903,6.0
Katsukineko,36407,2.0
Foxcoo,35788,7.0
asi_dc,34134,6.0
CNeto,28701,8.0
RishJD,32262,8.0
poyomon99,30240,6.0
Ritinha_chan,32491,8.0
Karloz548,2001,9.0
MonsieurPapillon,39569,8.0
FourSeasonSage,2046,8.0
Fouzaniswatching,40852,9.0
-Dremer-,15225,8.0
Moonlight_mori,33486,10.0
Riyokuro,37956,10.0
FoxPerks,39551,8.0
Kataleyita,32438,4.0
MonitorShmonitor,8525,7.0
Thryms,57969,6.0
FoolishTaoist,10408,8.0
Katon967,59562,6.0
arsonal,10165,8.0
CSRED,6922,9.0
aroaracil,2117,5.0
-606,27775,10.0
Risteeen,28223,8.0
Kasuga_Arata48,5455,7.0
-Denki-,39547,8.0
iuvin,7017,6.0
Karma-Senpai,34822,8.0
prismheart,11005,8.0
Cal_cifer1,19163,7.0
Katou81,17389,10.0
Cal_cifer1,40454,8.0
MonkeyD1one,38753,5.0
Foxcoo,37999,8.0
-Alexa-,38992,8.0
-Frazzle,35788,8.0
-00,48363,3.0
Riquixote,20,8.0
CKRpl,121,7.0
Katsumiii__,56704,7.0
ThorfinnT_T,53621,7.0
prxphet1,28223,8.0
RitoRb,28891,8.0
ittsxenia,11757,7.0
Cajosh24,39551,9.0
itsKJlol,53621,7.0
KasteK,46,7.0
Foxcraft92,16918,7.0
CaioLima20,39292,7.0
ForTheHorde17,15583,8.0
FoolsOro,37450,9.0
KasteK,18465,6.0
itsve,24833,7.0
ThrowStone,8841,6.0
Fouqueuquette,39247,8.0
Risha_Haruki,38337,9.0
-Hayley-,21603,6.0
RlDennis,11061,9.0
Kary88,32542,8.0
KateyamaTaka,47790,7.0
ForestWeeb2,48583,10.0
Monoluxuria,11827,6.0
arsonal,35320,8.0
Kartein,50696,7.0
Rizqy_FA,40748,8.0
its_halesss,1575,9.0
arta779,22297,9.0
arz101,6927,4.0
Forgotten_Memo,31715,7.0
Foraustin,23321,5.0
Four420twenty,55888,8.0
Cabraboiga,40046,6.0
Foxxxel,61026,9.0
probabaege,54865,5.0
ashlynww,38691,10.0
FrAsta17,60543,9.0
Tigerrawr90,8630,7.0
itx_Kokomelon,23847,8.0
iv_nn,38000,8.0
istorms132,30831,8.0
prouwn,11771,8.0
itsapplekid,40746,8.0
KateyamaTaka,32281,9.0
isostar25,17743,7.0
-Kurena-,32215,7.0
Thrive2Mix,400,8.0
Ristarchik,33489,7.0
arjupg,6702,8.0
Riondera,1535,8.0
Riux,17159,1.0
MonsterKat,22535,7.0
-Daldo,30503,9.0
CROWgaandmedega,35760,10.0
Throdax,218,7.0
-Luhui,33023,6.0
-Aria-,21033,6.0
armimi,903,8.0
itsbartualtas,376,2.0
Fouadbenameur,9253,10.0
Tibikame,52081,10.0
Kasusu,59062,7.0
Calc_,32828,9.0
CNeto,10080,8.0
Monix-sama,5464,7.0
princenublet,31339,7.0
CLARiSViEl,36286,9.0
-Fuga-,46569,9.0
Katsuro-chan,820,9.0
itsBits,31710,6.0
RiyalDiamond,34102,8.0
art3mes,18153,10.0
Fradischen,51693,8.0
Foxtrox420,37510,9.0
Fradischen,762,6.0
artin_1702,37210,7.0
Karoshi_Mika,39486,10.0
MonsterKat,28891,8.0
ash_alex,35928,7.0
---Kirito---,36407,6.0
artemis_77,1535,10.0
Thraggrotusk,53273,7.0
pryout,51535,10.0
Moon013,35972,9.0
CSRED,41946,9.0
powersonic19,32603,7.0
arlenden,31376,10.0
ThorviBritannia,40858,8.0
KasutoroSama,48583,7.0
Ritsuchaaan,29974,4.0
Karyio,36511,4.0
MonsieurPapillon,1570,7.0
-Ecliptix-,3712,5.0
iwubanime,54856,7.0
FookinWeeb,39326,7.0
-BlueRose-,8422,8.0
itscristiz,35608,9.0
arppit,37651,5.0
FragileGlass,9786,7.0
itslinotlie,31964,7.0
--Dark-san,32360,7.0
Katarina1804,27991,9.0
-Kiraide-,41530,8.0
Calais_,34280,6.0
KarlVonAnime,53632,8.0
arupooprururu,9989,2.0
Caboose,14189,6.0
Calabre006,4087,7.0
Throttlee,874,8.0
Risaa4,54617,6.0
Fr3dM3rc0ry,48561,9.0
CactusCalamity,20543,7.0
Calabre006,11665,8.0
asapbakery,15809,7.0
itskenkaneki,11887,10.0
privatemike,31964,7.0
Rio-,17821,7.0
Katakurinna,31914,8.0
ThousandRJ,1241,8.0
-Droid-,54852,8.0
Cadenzavna,3783,9.0
prussianking,31636,7.0
----shia,51098,5.0
princevsanime,41930,8.0
Risha_Haruki,11491,7.0
Tiayeone,60658,7.0
-G-L-I-T-C-H-,10408,9.0
TickleMeHobos,43523,7.0
-EpicMan-,17901,7.0
ashtherobot,38753,8.0
Karumont,15451,8.0
-Lucas_Rocha-,36245,3.0
Thumbelina28,39195,10.0
FrancohGZ,39555,6.0
Thruddingsfly,38656,8.0
itsve,40852,8.0
Montie,5204,7.0
Tigeren,36522,7.0
proteq,33674,10.0
Frank,5877,1.0
pspROCK,28121,8.0
itachi_re,1016,7.0
-JLN-,47917,9.0
MoneyMoon,9919,9.0
Tijs1710,1535,9.0
isola-m,578,8.0
Katou81,34636,7.0
--ALEX--,52,5.0
Monody_,326,6.0
-KazuChii-,33253,8.0
-Azurel-,266,7.0
israelingostosin,33206,8.0
Kasd100,35507,10.0
KasukeLp,40398,7.0
Rixge,48413,6.0
Rishabh069,40005,6.0
Monkey_D_Rosee,10620,6.0
Fracrock,2144,7.0
-Danmaku-,19,9.0
-Funny-,31646,6.0
Riylv,50602,7.0
FoolishTaoist,14227,6.0
KasukeLp,5315,7.0
psychiccupid,27633,9.0
Rionnx,32182,9.0
-Krul,36896,8.0
Moomochi,28105,8.0
-Kushii-,40483,1.0
CMVenomSES,898,7.0
TiagoCosta,10017,6.0
MonyTheGreat,30915,9.0
Fortio,34881,8.0
FouAlter,49220,7.0
Rivolva,934,8.0
Rizz97,6702,4.0
CMacAkira7,49551,7.0
Rirukiddo,41457,9.0
preator_Caesar,36098,7.0
Kartogamo,36563,8.0
Thzinh_,46420,2.0
CaldeCrack,996,9.0
Rivalisss,48583,9.0
-Anathema-,320,4.0
MonsterGH,39324,4.0
Foxyclaws,36043,7.0
Rishabh1987,42091,10.0
ividsc,38889,9.0
FranGS,32268,7.0
-Beffy,30484,10.0
prismajane,32282,8.0
Thunder_Emp,45576,10.0
isimpfordio,55813,7.0
CalamityGod27,10740,6.0
MonkeyD_Goofy,46569,9.0
Fossa26,41389,9.0
Forionsy,10020,7.0
TigasMen,10030,4.0
Mooners,33352,10.0
Monix-sama,17777,4.0
Foxus,6114,9.0
-Cresent-,10838,5.0
arya002,24701,9.0
-Kiraide-,50346,8.0
Karmainstantanel,32887,10.0
arrow-123,31043,7.0
princefa5,460,6.0
itsyamagucci,37597,3.0
Risqifauzan,22319,8.0
iunne,6213,5.0
TigrisAlba,37348,7.0
ashouga,54112,7.0
Rizz_07,54913,8.0
Kasaio,30307,8.0
Kashiv_97,20473,5.0
CaioOkada,42894,6.0
KarlVonWolffe,44037,8.0
Karoshi_Mika,39547,7.0
-Chilly,8937,5.0
Monkeyking908,15315,10.0
--ALEX--,2798,8.0
Francis_G,28927,7.0
RoX__,16706,9.0
C__C,2471,7.0
CTGrell,38793,7.0
KatarinaFi,42205,10.0
Caden_Chu,35073,8.0
Throndir,56228,4.0
Tijolinhoo,35073,9.0
proton0094,40028,10.0
-Kosutasu-,6746,9.0
CPiva,32262,7.0
Thrasher96,47194,9.0
Calderia,36593,8.0
FoxEyes,1068,5.0
Foxbite87,38753,7.0
powerhouseofcell,1535,10.0
COUSINTYM,36220,6.0
Riquetrom,35760,7.0
princeof,28249,4.0
asei,10012,9.0
FoxMayCry,23755,10.0
Thuron,2924,9.0
--kitade--,48553,9.0
pryzak,57334,8.0
MoniAckerman,27899,6.0
Caffi,121,8.0
itsleoxz,42923,10.0
KatsuKaizo,33811,7.0
Moonshiro,47778,7.0
Monday_Sidereal,31147,5.0
priz98k,6988,7.0
Katsureki,13759,10.0
Tiger19,60523,7.0
itsmee,2150,8.0
Fovexes71125,1216,7.0
asdfSchnitzel,28063,6.0
Throdax,9756,9.0
ishoo_sama,1530,8.0
Tiamat26,36793,4.0
Thunder_1,26349,8.0
Caldo_KynoR,8536,1.0
asdlolxd_,23209,5.0
-Cake-,36904,7.0
-BL0SS0M-,40550,7.0
Kashish_Jani,13231,5.0
arya333,51648,8.0
prateekbhati,38080,7.0
Foreverhin,50481,7.0
Folochs,460,5.0
-Axelrod-,240,5.0
ForRealZach,59189,7.0
-HYDRA,54918,9.0
Risti4040,1698,9.0
FraN_cs,40416,8.0
RishiAnime007,49938,7.0
CP_Zero,57334,10.0
Monolamfahim,9989,9.0
-Cyberia-,35790,4.0
CakraFritz,50608,7.0
Kathikeyan,966,8.0
asdpsdxdasd,36817,5.0
MonkeDLuffy,25879,7.0
Kasteros,34465,8.0
Monkeyking908,50664,8.0
isidaura,52701,9.0
-Ifrit-,7724,9.0
Katsuragi222,8841,9.0
ThomasBull,33513,7.0
priz98k,51819,7.0
MonsterRayKitty,8861,6.0
Karoa1,16498,7.0
iwsifakismag,38161,5.0
Kashiv_97,918,10.0
its_ASH,21881,5.0
Monou,2847,8.0
Ririchiyo-tan,8876,7.0
Monijij,33352,8.0
Fondledloli,43439,9.0
CNeto,759,8.0
Katsuragi222,7769,9.0
prismajane,51009,9.0
CNeto,1799,6.0
-Akirion-,16916,7.0
-HUNTER-,31586,1.0
asherzohar01,31240,9.0
Monofly,60611,5.0
asia540,1827,8.0
-Ichihara-Yuuko-,27833,9.0
its_beako,47160,6.0
Moonscar,9718,6.0
ForlornHope,1132,5.0
KatsuMMR,38040,9.0
RisingAceTraine,32998,7.0
Moonlight_Arc-V,35507,9.0
iveseenstuff,31456,6.0
ittybittytitty,10460,8.0
Kasow_Durow3,40839,6.0
iwatch2muchanime,958,6.0
precurejunkie,614,9.0
asetrisk,22199,3.0
-Keen-,29317,7.0
CLBA,31859,10.0
--kitade--,22199,8.0
ThyToastedBread,32949,9.0
TienLachowski,57217,10.0
Thomybol,1165,6.0
ixFeisty,50360,8.0
asdpyon,34618,6.0
KatieFrank,34577,9.0
MonsterRubberDuc,35849,8.0
ForTheHorde17,1692,7.0
Rishabh1987,44276,8.0
itachi1,37779,8.0
-BL0SS0M-,44408,5.0
Monctr,38830,6.0
-All,32668,6.0
its_sans,1889,8.0
artemis99,32542,7.0
ivancho3334,30015,7.0
iwatooshi,32901,3.0
progguy,9253,10.0
its_meunlanky,55644,7.0
-Kirito,32901,10.0
prakhargr8,36864,5.0
ashuran9007,20709,3.0
Rivnn,44037,4.0
-BL0SS0M-,1999,7.0
Monsheri,8086,7.0
Thrack,38691,6.0
asapbakery,36286,8.0
-Mangekyu0-,42963,8.0
Kashima12,31056,7.0
asdasjdsa,11617,6.0
Forgotten_Memo,34350,6.0
Ritik_Sharma,37430,8.0
-Exxo-,33654,5.0
Katrix,57100,6.0
itskiaraaa,37407,6.0
ForflayyO,627,7.0
Cafune-,145,7.0
TiaVaylik,18115,10.0
itsChroma,40483,8.0
-Jaegers-,918,10.0
-Grrzl,17513,6.0
-Mahiro,39681,10.0
Rndmguypassingby,32182,6.0
Thomasama,32188,10.0
-Aras,41467,8.0
-Dislike-,228,8.0
potatosaregreat,55813,5.0
psy181,40356,10.0
Thuron,13259,6.0
Throw3r,36470,7.0
CaioOlive,36934,7.0
Rlsc,44235,10.0
KatjieKat,17641,6.0
MoonTurkey,87,9.0
-Elliot,32,10.0
iuliuscezar,5081,9.0
prefart,33255,10.0
Cakethatisall,32407,5.0
prodigy1807,50175,7.0
-Dessi-,30276,10.0
asia540,51680,7.0
pseudosalmon,51462,4.0
KassaneRendal,37967,6.0
itz-_-alip,37987,9.0
Fortealto,42249,9.0
KatjieKat,39093,5.0
Risteeen,52971,6.0
as_yuuki789,28479,8.0
Riri_33,57524,8.0
Moonchild007,56704,8.0
-Krism-,6610,6.0
Foms,33834,7.0
armin_lp,892,7.0
Rixge,52991,8.0
Frank_G,5114,10.0
praggg,38656,7.0
Rizwan_Siddiqui,35459,7.0
itsrj20,4063,7.0
CalabreseMuzza,53802,9.0
CLADDAN,14719,7.0
aryastrk,32615,7.0
Katsuragi222,241,10.0
-Heika,6956,3.0
potatoguy77,36949,8.0
-Luffy_,35222,9.0
Ripler,26243,9.0
-Kiraide-,21843,7.0
-Ginko,55823,10.0
itsSoHeavenly,36098,9.0
MonkeyDgino,22319,7.0
itzzmebunny,46569,7.0
-LilBabuSpectre-,20899,8.0
Fox5135,53407,7.0
Kary88,48742,5.0
Moondusk,36038,8.0
itsleepy,30,7.0
arrazolavguille,8647,8.0
-Feitanx-,23273,7.0
Moony,34055,7.0
potatoman69,48567,3.0
KarlKafka,2167,7.0
Moonmonk,15085,7.0
Riridesu,33487,3.0
Foreverhin,32961,7.0
Foms,11371,10.0
itss_abbyyy,40059,10.0
proximo,11807,9.0
-Luhui,11663,7.0
Katsura900,31988,8.0
itsMErcy,47160,7.0
CakeMan-kun,39940,7.0
Rinxx,54234,8.0
-FOXX-,30885,8.0
Rivido,2236,10.0
Fox____,30296,9.0
Monofly,50916,7.0
Foxy_UwU_,3503,5.0
iwatooshi,18507,7.0
iwan021,36456,9.0
primagi,1852,6.0
-Kurena-,14813,9.0
-IsaqueSmile-,4081,8.0
Katiica4869,45577,9.0
Ripss,56854,5.0
ashuran9007,20021,7.0
Foreverhin,34350,8.0
RnJ,52034,9.0
preet248,9863,9.0
Karumine,31147,7.0
Kasuga_Arata48,8277,6.0
progodxxx,777,8.0
--Secretoben--,28223,8.0
Moonbirra,210,8.0
Monday_Sidereal,54900,7.0
RivetingWeeb,1177,5.0
Thurfin,48896,8.0
Rishab1125,31704,7.0
Moon-dew,3002,9.0
CYioReti,49413,8.0
Monkey_D_Alif_21,15771,6.0
CMMhero,42091,7.0
CNiial,834,9.0
psychedoll,39710,7.0
itdoesnotmatter1,47778,7.0
itaisinger,55791,8.0
Risswelt,38572,4.0
Foreignex,20785,7.0
MonkeyDTeti,31964,5.0
Rizvi24,32282,8.0
MoneybagsMcGee,51265,6.0
Caiyou2004,52830,7.0
psdbzguy,1729,7.0
asdlolxd_,35905,7.0
Ristarchik,564,7.0
Rnh123,18499,7.0
-Azuki-,38524,10.0
--kitade--,3456,8.0
ivvas,31758,9.0
itzTenzy,57,9.0
Karmahjjjj,329,8.0
prxmavera,10020,8.0
MonkeMuncher,40028,9.0
FouAlter,41574,4.0
ivekz,52991,8.0
itsDespera,477,9.0
ForgotEyeWasHere,5225,6.0
itsapplekid,53580,8.0
TiccNA,34019,7.0
Kat091,33486,8.0
-Black-Reaper-,37991,9.0
KartProwler,53407,6.0
FosterSon,51764,5.0
psi_rockin,41457,8.0
Calarin,58359,7.0
isyasad,26055,3.0
Riy,61930,9.0
-Desu-,7593,6.0
Tic_O_Sos,31994,5.0
-Kirito,30709,10.0
Foralia,461,6.0
Tiago_Vaz_007,31380,8.0
ForcingARC,31765,7.0
-Keen-,23725,7.0
probreaux,11757,6.0
Monkeysalad,48492,5.0
FraN_cs,33047,7.0
Katsura_K,11771,10.0
ashleyke,51818,6.0
Thunder007,16005,9.0
Fox_tart,32729,6.0
prof-milky,39533,8.0
Fougu3,34964,7.0
arntu007,12291,7.0
asdassss123,20853,9.0
artonelico69,927,6.0
arya333,18115,9.0
Tikvah-San,21881,7.0
Thryms,59459,7.0
ashhshh,39547,8.0
its_meunlanky,22199,7.0
RiveTTo,54259,6.0
Cakethatisall,51096,7.0
asheccen,4720,7.0
arruDawOo,39587,8.0
RippleLover,53199,4.0
Tichoslapek,51817,6.0
poulman1,52991,10.0
Fractured-Image,5681,4.0
Riyokuro,32603,7.0
Katsuragi222,22297,10.0
ForcingARC,47790,7.0
Fortijack,25781,8.0
Kartik_Gusain6,39491,7.0
CPA,339,8.0
KasteK,251,7.0
C_mikhail,37475,8.0
Ristoki,10756,7.0
Folousho,49709,8.0
-Denki-,22199,7.0
Cablecords,585,8.0
powerhouseofcell,34403,4.0
-Darkbolt-,17391,7.0
FraNxxx,5081,8.0
pseudofiji,22135,8.0
Tigeren,1122,9.0
powerjoin,31240,10.0
CLanzion,47790,9.0
Thomas_Hiro,384,3.0
Fragsey,416,6.0
iwatchbadanime,34134,8.0
MoonFangs,135,10.0
CaitNAnt,14719,9.0
C_Par,37779,8.0
princedizzytoon,10620,7.0
Cabotin,39651,6.0
Karurosuuu,18277,7.0
TickledPickle,31988,8.0
programmargorp,30,9.0
MoonPhos,33487,3.0
arvin_1219,58600,6.0
Tijolinhoo,18897,9.0
Monstruox23,51562,8.0
Throni,36605,1.0
Moon-dew,39551,10.0
Thund3r789,37869,8.0
Forwards,22319,6.0
probability_0,11577,7.0
artikfoxa,33929,2.0
itoshi_kare,37349,9.0
Monkeybeast,37347,6.0
asia540,198,6.0
Moonshyla,41109,6.0
KarmaTempest,45576,8.0
KashikoS,50713,6.0
CalabreseMuzza,53730,7.0
Fraffo_,36871,1.0
Franciscojesus07,49854,2.0
ars2,19193,8.0
MonsieurLune,4181,9.0
-Kirio-,28819,7.0
-Dinnae-,33071,8.0
ivancho972,28755,7.0
itsmepee,356,6.0
Karpingkey,32801,9.0
ThunderStr1kes,20899,8.0
Franelas,41169,7.0
Frallan0702,2904,5.0
Kath_E,51019,9.0
Riux,1575,8.0
-Azurel-,3627,10.0
asa50x,36511,7.0
iwantodai,9379,7.0
-Chiklet-,53613,6.0
artemistelle,24821,6.0
Moonyboi,28851,9.0
-Ace,31636,8.0
Risuyo,22433,9.0
ThunderPrakshan,36895,6.0
Monoff,32951,4.0
RizalMadyan,31637,9.0
Monctr,36949,10.0
ivenusdoom,7897,2.0
Forcashen,40839,9.0
Cabotin,1033,8.0
arz101,35860,4.0
Ritz407,10794,7.0
MoneyDreamzzz,23755,7.0
MonkeyDDave,39587,10.0
ForbiddenTempo,14833,7.0
KasukeLp,50487,10.0
-Karma-,3457,6.0
itskaito,1943,6.0
Thosetimis,31988,7.0
RizeleaSerafall,1840,8.0
Tigereye76,40595,7.0
MonsterZero11,48569,8.0
itmeh_anime,30370,8.0
MoonKiller_,53411,9.0
KarnaKua,34902,6.0
Mondaleaf,50410,9.0
artkage_,24439,5.0
RioScoty,52082,7.0
RisingWeebHero,9253,10.0
presentedtax,40682,10.0
Ro101hit,36563,9.0
-Keiko-,12355,10.0
Ticafr,19163,9.0
ppalganppanda,28999,9.0
Kasakiru,16011,7.0
TiannaUchiha,11617,7.0
FosterSon,37987,9.0
Katsuki,1182,6.0
Moontenegro,21561,7.0
ivenusdoom,512,9.0
ishtiyak,42203,8.0
iuzumi,50602,9.0
Foundingweeb,11577,8.0
ashbash21,37027,9.0
Karman6,11741,7.0
Karma_BW,34612,8.0
Monya3,1047,7.0
itsmemario55,59135,6.0
CTcommander,37799,4.0
-Hogarth-,395,6.0
asahi22,724,4.0
FranceSama,41457,8.0
Threnzy,11759,7.0
CLAW_Animelife,32887,6.0
Katsuna,40834,9.0
France53,53223,10.0
asd-,50481,7.0
FraN_cs,3446,7.0
Monstruox23,32553,10.0
CalJealous,1535,8.0
asdlolxd_,35972,6.0
CactusWren,54492,9.0
CaaroArmada,6702,7.0
RiveTTo,35120,8.0
Monochrome10,35851,9.0
-Cyrille,270,3.0
TigerBasilisk41,40454,8.0
CTGrell,37517,10.0
MonkWu,55848,6.0
Monsoozi,53199,10.0
Rinsing281,37965,8.0
Moonfighterr,4186,9.0
itoshi_kare,37210,5.0
Cainthazar,6007,6.0
-Kitsuneko-,11887,9.0
Foms,14075,9.0
KatsuraRin,2966,10.0
Cajator,1094,7.0
ps2hagrid325,36649,10.0
KatsuAnael,37510,8.0
Thuron,58699,5.0
Thompsongunner97,9969,8.0
MonokuroKinema,9001,8.0
-Chuunibyou,14467,8.0
TigreDoPi,39196,7.0
priz98k,15687,7.0
Karva1,5682,5.0
Tiitou,47164,7.0
Fox____,6880,8.0
arkandi,14741,7.0
Rixel8021,39535,9.0
arterieee,35120,9.0
arth2809,46569,9.0
KatShortwick,37510,10.0
Riselv,41006,6.0
