username,anime_id,score
CabVolp,1090,6.0
MonsieurBouclier,28121,8.0
itzl,20,8.0
Kasoki,15197,7.0
Riritsu,34494,7.0
ThrawnyBoy,58131,7.0
ash_alex,20359,8.0
profsatjipto,39783,10.0
CTBlue,13125,9.0
-Jakey-,17074,8.0
Foodperson,17725,6.0
TiagoLuiz,52990,5.0
Ritsu_Kun,31704,7.0
itado,44203,5.0
Kary88,25681,8.0
Ritsu_Kun,33569,9.0
-Beffy,53887,8.0
--NoOneCares--,42962,7.0
Rithik393,58514,8.0
isshh,42923,9.0
-Handcrafted,35062,5.0
ashisland,50528,7.0
COMThing,435,7.0
RipTide,48375,7.0
KaseSenpai,28927,7.0
itsmypurgatory,33728,7.0
-Akuro,38408,4.0
princess-ark,49154,7.0
-Gremory_,14227,10.0
----shia,1548,6.0
itaaadori,58567,10.0
Monoluxuria,9379,10.0
-606,11013,7.0
ThunderBlade5053,30654,10.0
Kasou,37999,7.0
isimpfordio,52034,8.0
Moody13,32108,8.0
Rish141,52816,7.0
Monsmania,31143,4.0
Caek221,7311,9.0
MonsieurPapillon,23281,9.0
-Kirio-,15379,7.0
Montalpaca,27775,6.0
-Flaky-,42361,1.0
itzVital,15565,6.0
ivarle,59369,7.0
CT-7567,1542,9.0
Thorsson,36539,7.0
princefa5,2408,6.0
Fox0073,35330,8.0
ivekz,22789,9.0
CaLeah282,16782,9.0
Francescokun1,1030,9.0
Monix-sama,7148,7.0
Kartein,38513,2.0
itz_Aditya28,25777,9.0
itsbabu,8129,9.0
FosterSon,20021,7.0
Tiago_KT,36456,7.0
armandomora,40059,9.0
Moomeowmoomoo,39463,2.0
CXRBXRUS,50265,8.0
MoonPhos,35120,7.0
-Frigo,437,8.0
itspro,37430,10.0
CaNNaBizZ,27909,6.0
asaderu,174,6.0
Fort_Battler,1535,10.0
ivenusdoom,14189,6.0
arkady_000,30,10.0
itsMErcy,10408,10.0
itsSoHeavenly,46569,7.0
RoKc,57592,8.0
arn26,12355,9.0
FoxanaFoxy,37095,8.0
artosapien,34504,6.0
KashikoS,59459,9.0
Karo_cchi,54743,8.0
FoulPlay42,32902,8.0
-Blackicon,17637,7.0
-BL0SS0M-,12467,7.0
RitaGandra,501,9.0
Katsuna,30016,5.0
-Kiraide-,31478,7.0
Fradischen,41380,7.0
Moonman616,40620,9.0
-Albirea,24997,9.0
RoAkabane,13833,6.0
Moodipoy,41392,4.0
-FacetiousGuy-,37105,6.0
praddydaddy,21,10.0
itss_abbyyy,41487,9.0
Rndmdd,35972,8.0
-Mahesvara,54760,8.0
Riritsu,31964,8.0
-Kiraide-,14893,6.0
Montyjn,11757,2.0
CalCal63,30503,9.0
Ca7,20,9.0
Caerulcifer,20507,9.0
ivanelterrible,46,8.0
FrankPT,40496,7.0
arzynik,164,10.0
Fracrock,323,6.0
--kitade--,18671,6.0
Frank,34494,7.0
powlowc,1530,8.0
-Luhui,12117,7.0
Rlan98,12883,10.0
Caiorapososilva,39487,9.0
Monoluxuria,2156,8.0
-Juanjo,30503,8.0
Kasuri,32182,8.0
Karsaaa,35849,8.0
Karma99,7088,6.0
KarmaSlyr,53494,9.0
Thopps,35760,9.0
asdf1972,18897,6.0
itsmedibba04,43608,10.0
----shia,40496,6.0
TicklingThoughts,413,3.0
Karmacrazy14,35790,8.0
Foxtrox420,1090,7.0
Tiakka,49918,9.0
Kartoferu_,9260,10.0
aryastrk,36106,8.0
-Grand_Grievous-,17643,9.0
arzynik,31933,7.0
-Kirito,1420,10.0
ash_rosen,5667,8.0
itsiisus,15583,10.0
Karnrage,31043,8.0
FoolishTaoist,40491,6.0
CaiII0u,29093,8.0
MonkeyDHunter,48488,2.0
RitzierSeal,39790,7.0
Foyxal,35333,7.0
poyomon99,34591,9.0
Fonsu88,36992,5.0
Fractyon,43299,5.0
itsve,50265,8.0
Frajer_9,14893,6.0
Foms,25689,8.0
itstheresa,41587,6.0
Ritsu-Kawaii,29893,7.0
-Acheron,28851,8.0
Forqot,25313,7.0
RioFS,40496,3.0
ThorsTroll,36511,5.0
Foxxxel,57876,7.0
potatostuff,2167,6.0
-God,3731,8.0
----shia,4597,5.0
ivy_of_elusia,6547,7.0
aryadoto,1535,9.0
-Elliott-,15451,7.0
princesjelyfish,33834,3.0
Ritz501,37991,10.0
Monofly,59458,8.0
its_skylar12,55996,4.0
ThomasGremory,2476,1.0
-Kano,6547,7.0
Caio2000,51180,8.0
Foshito,14807,7.0
Mooniouz,53446,7.0
Riztsuki_14,50739,7.0
iwsifakismag,5114,8.0
prettyHearts,40333,6.0
Katman666,50410,8.0
KasuuKun,10408,9.0
arnvav__shr,59636,9.0
ashyz,50593,9.0
Cabezommm,10218,7.0
primagi,54233,4.0
ThorviBritannia,48736,7.0
Karurosu_ncz,49762,7.0
MonkeyDAmith63,147,8.0
Monoxide12349,37027,4.0
Monctr,431,7.0
Caerulcifer,52305,7.0
poyomon99,53127,8.0
pqzin,31043,10.0
Cairom,7711,7.0
-AC-,5521,10.0
Mony001,6702,9.0
Katsura_017,15775,8.0
KatharinaDan,6573,6.0
iwillbeanotaku,45576,9.0
Tikustin,35760,8.0
Calculus94,9513,8.0
-Lunarian-,20035,7.0
iturbeh,8769,7.0
CRXWLEY666,37105,10.0
Kashim2484,52578,9.0
CainhoDoHype,2890,7.0
CaioLima20,49387,10.0
TikkiWiii,38084,6.0
C_H_I_N_M_A_Y,22043,8.0
-Bob-,16782,2.0
Throdax,2868,2.0
-Krul,38101,8.0
KassaneRendal,22663,6.0
RoWatchesAnime,16005,8.0
Caboose,1750,3.0
CairoSCCP,38883,7.0
Thyg,481,6.0
Frank,28725,9.0
ivancho3334,28851,9.0
Kasaio,19,8.0
-Droid-,21863,8.0
Moony-Denriatys,32729,8.0
Kartigzzz,58567,10.0
Francisco_Avila,24765,6.0
Tib__Furude,59490,6.0
prsfx1,49926,5.0
istrie,31737,8.0
Katsura900,6746,9.0
MontuBoss,30654,8.0
Rna87,56449,7.0
Katanadude,22147,7.0
MonkeDLuffy,36990,8.0
princessLINDAA,5678,8.0
Moopdoop,39534,7.0
Monomatt0013,49413,8.0
KatOtaku,1119,7.0
Kartik_Gusain6,40456,8.0
Fonzinho,40936,10.0
Tigerfire77,13667,8.0
ittl,39940,7.0
itsankith,31339,10.0
CNeto,31452,6.0
-DarKSlayeR-,28851,9.0
istorms132,19163,7.0
Forever--Young,30269,5.0
MonkeyD_Goofy,52635,7.0
ThymeSeyU,9488,8.0
TikTikPL,19815,10.0
progrockboy,32664,6.0
Rio-23,28999,6.0
Risingrice,7674,6.0
Monsieur_,7592,8.0
CaekCake,269,8.0
RitaTrindade12,41946,4.0
ashe-,12531,10.0
--Luminous--,13331,7.0
-Hogarth-,1055,7.0
Caezzy,34240,9.0
-Kirito,6115,10.0
Tibler,3948,6.0
ForewerV,51179,5.0
-00,50348,3.0
arrazolavguille,20033,7.0
ivanflinn,11617,7.0
Karlosian,5680,8.0
Rnd22,49918,8.0
Calarin,34642,8.0
prouted,38691,6.0
Thor_Almighty,35073,7.0
Cajita_Hoshi,9919,9.0
-Ijumi-,51009,10.0
Foolishmints,5341,9.0
-FlowerGarden-,14719,10.0
Ritma,38436,10.0
Moneppeli,10800,7.0
Rissenicus,170,9.0
asetrisk,40004,3.0
arnina,44881,5.0
iwastooslow,42897,8.0
primevalsoup,6377,9.0
Monkeyking908,40165,8.0
its_meunlanky,57907,6.0
Moody9868,28805,9.0
artist-retired,11441,5.0
KarmaCat,30240,5.0
-BL0SS0M-,24991,6.0
Forturn,30230,7.0
Karmainstantanel,38329,10.0
isuzusan,1840,8.0
Fortio,2904,9.0
Monkeyke,30915,6.0
Monte_Carlo_1971,32937,8.0
Montie,10294,6.0
RoWatchesAnime,11013,7.0
ashton18,42250,9.0
itsAtheris,50631,8.0
arta779,54233,7.0
Forgot123,35073,10.0
arpia97,37441,6.0
Forbiddengod788,27775,8.0
Riviall-Black,29786,8.0
Fox,4246,10.0
arrarragi,14967,6.0
RitsuTwisted,32039,6.0
Moneypencil,759,10.0
TidusCR,27821,9.0
itose1915,23199,1.0
Katsureki,28861,7.0
promanias,820,7.0
-Baya-,31933,9.0
Riselv,2001,10.0
Kartinix,50663,9.0
KarmaXx,37576,4.0
Moonmonk,7711,10.0
Moniiicaa,20931,8.0
Katsuki,19429,7.0
Montinihabato13,18851,8.0
MonkeyDKyle,1691,10.0
-Akio-shin-,48549,7.0
Calabre006,36649,9.0
KarmaxD,170,8.0
CLanzion,53439,8.0
Fractured-Image,6547,4.0
ThunderC30,26055,10.0
ThyroidBeanstalk,10719,7.0
Thyg,34443,8.0
-Lazed-,30276,10.0
Karva1,37348,5.0
Riten,6408,10.0
RizelTheBaka,23273,9.0
itsmemario55,51693,6.0
ThomasMeta,28121,7.0
iwantodai,38753,5.0
Rkelt,55997,8.0
Rising_Tempest,32900,7.0
RizenAres,53887,10.0
CabralKDC,57892,7.0
-Lofn-,35849,1.0
-Akio-shin-,52588,8.0
arjupg,32188,8.0
Rizzles,19685,4.0
Katenou,38594,9.0
arshiorange,22297,8.0
-Fantasia-,11617,2.0
Rivaliti,51105,8.0
Ritokuro,51535,7.0
-Chuunibyou,31404,6.0
RisingPhantom,269,10.0
Tiakka,31245,7.0
Montie,1639,2.0
Monatsu,53580,7.0
-Kirino-,228,8.0
Forrest-_-tt,14741,1.0
MonkeyDSean04,36027,7.0
Caguuu,42361,5.0
asesinojulio98,29095,9.0
ForflayyO,2183,6.0
CL1v9zfsfo1,19703,8.0
-Keen-,38081,8.0
-DxP-,58197,4.0
Katsuki,4186,8.0
itotaku,40935,8.0
itikitty,36784,6.0
-G-L-I-T-C-H-,43608,10.0
Rizzadd10,34134,5.0
ForgottenClosed,14765,10.0
arrow-san,58173,7.0
Mondi1234,22145,9.0
MooooNbeat,32937,9.0
Riot,55818,8.0
psycogundam,3120,5.0
prof_koro,23199,8.0
FraN_cs,34051,7.0
Risubb,19759,6.0
ForflayyO,2116,5.0
Rito2Ru,30187,6.0
primordial_noir_,31722,5.0
ThorinRynd,51009,8.0
CR1T1C4L,2144,10.0
itikitty,42783,5.0
Monkey-D-Andrei,25781,10.0
Monomatt0013,38431,6.0
Moonfighterr,5342,7.0
ForestGuardian7,121,8.0
Monoriu,55774,6.0
FranTomiko,357,8.0
Caguuu,43692,7.0
arnina,59459,8.0
Riudesu,58592,8.0
Ritz407,38830,4.0
-Akirion-,40902,7.0
-Ace,11853,6.0
ThomazSpoiler,52093,6.0
Karkato,33255,10.0
Tidrake,38830,7.0
Katsuki,49363,7.0
Thrive2Mix,28927,8.0
-Heika,512,7.0
arrekkusu,6880,8.0
Folousho,50593,7.0
Monotsugi,10521,9.0
asetrisk,48583,7.0
Thunderking3,47164,7.0
itacha4ever,2386,8.0
progressivespoon,7549,6.0
ThunderBlade5053,41353,8.0
COHROSE,32281,10.0
Rkp_NS,37779,8.0
arkady_000,1735,5.0
Rinshuu,36511,6.0
CairoMirandaDK,32379,6.0
Caiyou2004,35507,10.0
MonokuroKinema,10218,7.0
Katsuragi222,3782,10.0
Monoxide12349,51866,3.0
Foshinh,47917,10.0
RivetingWeeb,2136,8.0
arthur__leywin,38000,9.0
ForgotEyeWasHere,905,6.0
its_skylar12,50739,8.0
Frainne,56838,6.0
-DreamerQ,32587,10.0
-AC-,25537,10.0
Tiame,23755,8.0
Rishabh1987,245,10.0
itsayansh,48171,9.0
psycogundam,19647,5.0
Rna87,14753,8.0
Frank,38778,7.0
RivetingWeeb,23701,6.0
Kashirou,12365,10.0
Throw3r,39652,7.0
arnold5000,34443,8.0
Tiagosonics,40356,6.0
Katenou,49918,7.0
arjundhiman,20,9.0
Ripti,21431,9.0
Fotsuan,514,7.0
Threnzy,3783,9.0
Fonzinho,37349,7.0
-Jakey-,40956,8.0
-Koda-,40881,6.0
KarnaKua,23385,7.0
ivo_nkr,18115,8.0
MoooooooooMilk,196,5.0
Rmaged0n,38000,8.0
--kitade--,9587,8.0
Monkey_D_Alif_21,38470,7.0
-Degurechaff-,36649,7.0
Karyra,199,8.0
Katman1,53446,7.0
Karkato,10534,9.0
-Ecliptix-,13125,6.0
Rizuchii,51179,8.0
RisaYuyuki,41514,10.0
ivirue,885,9.0
itsBits,52211,6.0
itskindacl0udy,42310,8.0
ivoza,32828,6.0
ThomasFukano,508,7.0
-FUUJIN-,9260,10.0
MonkeMuncher,39587,10.0
arkein,58572,8.0
Forqot,29974,1.0
prateeplus,904,6.0
Moonchild007,31478,9.0
Fr3shQ,37684,3.0
arman_,54900,9.0
Karom911,25681,8.0
RiseFromToilet,35788,8.0
prettysenpai,33036,10.0
isjmmy,65,7.0
artikfoxa,42250,4.0
arranoust,47778,7.0
--tsukuyomi--,2593,8.0
-Fuyuki_,57524,10.0
CMinamoto,4513,8.0
RoWatchesAnime,40024,5.0
Fomi,34984,8.0
Caio_Chat,1842,9.0
Franciscan_Duck,41530,8.0
Riy,30831,9.0
Tibo_Bones,45560,4.0
-Crown-,12355,10.0
arrekkusu,24991,6.0
Karinyia,227,7.0
artas152,46569,9.0
CMLeo98,35376,9.0
MonkeyWithPipe,170,7.0
-Kiraide-,36548,7.0
Fraiiz-Wanderer,7311,10.0
RitaMita,51711,8.0
Forever,981,5.0
-Lobo-,37210,6.0
Monkey_D_Alif_21,39469,7.0
-Aya_Chan-,460,10.0
CSequino,50612,6.0
Moonto1987,54865,10.0
TiagoRn28,50380,7.0
ThymeSeyU,48491,7.0
-Deimos-,1060,8.0
powlowc,39783,8.0
-Kiraide-,801,7.0
-Ichihara-Yuuko-,32871,7.0
Cachoso13,57611,6.0
Katon967,18277,7.0
potatoladica,33988,9.0
professorwho42,223,8.0
ThunderOBolt,20785,5.0
CacoMaco,34240,10.0
Karoshi_Mika,38680,7.0
Rinya_Alpaca,11759,6.0
TikoMia,50571,4.0
Riyaz47x,51498,8.0
Riokanol_,22297,4.0
MonkeSupremacy,40834,5.0
probjodye,1,7.0
Thuuduujn,28675,7.0
Monster__170,433,7.0
itsanimel,48707,8.0
Karma99,34614,6.0
artosapien,49721,8.0
primzcm,54632,6.0
-Mahesvara,39547,10.0
TikoMia,41461,5.0
-Fuyuki_,47778,10.0
Tiaz__,28223,8.0
Moniker_S,405,7.0
RkGemr,58567,10.0
Kashim2484,31297,7.0
Rio-23,8536,4.0
Rnh123,25159,8.0
Fraisja,1532,3.0
FourSeasonSage,17895,8.0
pp813,16890,7.0
iturbeh,6351,8.0
arunbainz,53889,7.0
CalcifiedCalcium,41574,5.0
Moon_spell,6,7.0
Ritsu_Kun,40594,9.0
issiehyoudou,7817,1.0
art3mes,31240,9.0
-Lobo-,4654,8.0
--Fiend_09--,19315,2.0
Tigeren,37806,7.0
Foquitoss,52173,6.0
Kasurname,52741,8.0
Monstrous_Energy,18671,7.0
princess_mermaid,19841,7.0
Monsmania,16528,7.0
--Emiya--,13759,8.0
Riy,37450,9.0
asetrisk,30370,5.0
Kasusu,9465,8.0
Monoriu,60098,8.0
ashinkei,52211,8.0
itsMErcy,38085,9.0
Cachje,1943,9.0
-Krism-,19775,7.0
Rising_Tempest,40333,7.0
TikoMia,21435,6.0
RizeleaSerafall,6347,8.0
Rior_Archnemias,34552,6.0
Kasugano,2131,7.0
Monolight,34599,10.0
-Guacamole-,9919,7.0
-HoneySenpai-,9919,8.0
arrazolavguille,12053,7.0
-Lunarian-,187,6.0
KatoWorks,37105,9.0
Foxxyoongi_,31722,5.0
itsanimel,985,8.0
arnina,48736,10.0
CaPtAiNiCeCoLd,33352,9.0
Franciel,59791,8.0
-Cyberia-,283,6.0
Mondaleaf,4155,8.0
RizeleaSerafall,30276,9.0
Rivallu,58913,9.0
pretender-,52034,8.0
KatOtaku,44130,6.0
Thunsgp,32282,7.0
CMacAkira7,53833,7.0
produdestr,21881,5.0
pretenders,31049,6.0
-Cyberia-,3127,6.0
arthurrrarghargh,9322,5.0
Tiago_Soares,36124,4.0
Riptos,39942,5.0
Kashi_Otaku,34626,7.0
CP_Zero,4280,8.0
psthfn,40456,9.0
Tiippy,50265,10.0
ThomasPokemon,40416,10.0
Moon_Sham,32962,8.0
Karlosian,11597,10.0
ForeverGolden,20847,9.0
artbbertucci,8074,4.0
MooMooWeeABoo,6512,7.0
Moodkiller,22273,9.0
Tiago_Vaz_007,1840,9.0
prefersthemoon,11757,8.0
itikitty,15227,9.0
COLD_JAUM,30,9.0
TiagoCosta,10519,5.0
CableApprehensiv,4181,10.0
-Ansh-,42361,8.0
Tiago_Soares,23623,10.0
-Ecliptix-,21329,9.0
FoxerMark,38409,10.0
RitsuOkumura,36470,6.0
-Kirito,33157,10.0
Foolyou,8408,9.0
Kasuga_Arata48,10575,8.0
ivanelterrible,5081,9.0
-Karma-,4999,8.0
precurejunkie,79,7.0
KatherineSndval,270,8.0
Cachoera,28675,7.0
powerOfNeo107,34498,6.0
Cable52,48614,3.0
Cake1111,8937,7.0
isuzusan,936,6.0
-Haseo-,4752,4.0
Tibler,32801,7.0
-Atsuhi-,36864,6.0
its_ej,10719,5.0
ThuThi,785,9.0
Tigeren,10464,7.0
-HeXy-,30782,3.0
Thunderx3509,20583,8.0
-Elegy-,242,9.0
CNeto,33354,8.0
Foolsome,36407,7.0
Cafezincomleite1,40028,8.0
RizkyKusuma,34438,8.0
prouted,54492,9.0
CaDaLy,55813,9.0
Katsuki_Ahbab1,32485,6.0
FontSize72LOL,30514,6.0
Thunderking3,23233,7.0
arne0,4898,4.0
prussianking,36049,6.0
-Lofn-,9479,3.0
asetrisk2,31414,3.0
-Ichihara-Yuuko-,22265,9.0
Franguinho,34934,7.0
Fox95,12413,8.0
its_meunlanky,47160,5.0
arutimatia,11061,9.0
-All,28977,3.0
KarlKafka,6880,8.0
prakhar27803,32935,9.0
-FrankliN,39701,9.0
CYioReti,3783,8.0
Caladan,192,8.0
isimaele,37520,7.0
ThyEmeraldMoon,52034,9.0
ashinkei,10800,8.0
-Lucilfer-,26243,7.0
as3000,3712,10.0
Kasugano,12189,8.0
ForflayyO,4752,6.0
Monoluxuria,37105,10.0
Monkeyking908,853,10.0
preet248,1735,8.0
MonkeyDLuffy420,44511,8.0
armedlmpala,40748,10.0
RnJ,25879,10.0
Caju144,34134,8.0
ForeverNotAlone,34280,6.0
prollyumbra,25013,7.0
Tidehollow,4224,4.0
Monix-sama,18229,7.0
Kartinix,50612,9.0
Karmainstantanel,2890,6.0
Caezzy,16498,7.0
Rizor,5530,8.0
-Kazu,1566,8.0
Riusnaan,11499,7.0
Foxeey,31163,9.0
CaiooRibeiro,49469,8.0
FossilFinder28,49784,8.0
Cafer7,34280,7.0
Riquixote,10020,6.0
Monoshika,185,8.0
Thom_dos,48549,7.0
Fran_Zoldyck,36882,6.0
artanblacknight,27899,3.0
MonkeyAvsFan,8841,7.0
RivalS,3783,8.0
Frank,6171,6.0
Foolyou,30191,10.0
artemisthemp,5347,5.0
arveii,33322,8.0
-BL0SS0M-,59175,6.0
Foundingweeb,38003,8.0
Caguama28,52865,9.0
Tibler,18045,8.0
-Aras,49918,7.0
arwen7stars,39535,7.0
Riyaku,11759,10.0
RiverLilly,49612,5.0
-Envy-,6114,9.0
Foxaris,34572,7.0
TiagoRn28,37403,7.0
Folsks,35676,7.0
MonsterLover22,42250,9.0
CRY_X_HEART,39196,8.0
-Arisa,457,9.0
prototypeplayer,32,7.0
poyomon99,42590,9.0
MonstAR_,10793,7.0
Francisco_Avila,25681,7.0
propatel77,16894,8.0
--Dawn--,7054,10.0
Thund3r789,49834,8.0
CaixaCaixa,14967,8.0
-Chazz,38671,8.0
-Blacha-,1,10.0
RiyalDiamond,40586,7.0
Rmaged0n,16742,7.0
-Ecliptix-,31326,9.0
project005,16059,6.0
MonkeyDgladson,28121,5.0
MonnieohMonnie,23755,7.0
promee,20555,7.0
Riunite,23209,10.0
aryxnpandey,18897,8.0
potatsguy,42203,8.0
Foofy06,37521,10.0
-Agera-,28851,8.0
Rkyn,35905,7.0
arminamini01,3010,7.0
Mooodyy,30276,7.0
prxmavera,36949,9.0
poyomon99,39026,8.0
itchika,1210,7.0
Frank_Lotion,35639,6.0
przemek123,41497,8.0
Tiburcio,42897,8.0
its_skylar12,52741,7.0
MonogatariLSD,16009,7.0
prodcyberia,226,9.0
FrancescoSP,34933,7.0
iskandarsouza,34591,8.0
Fordi,55102,10.0
-Hotaru_,8449,2.0
Monjoex,2605,10.0
ixaa,30123,5.0
MonokuroKinema,20723,6.0
Karnrage,9756,8.0
Katrix,17549,6.0
Thryms,4224,8.0
RoTheLegend,16934,8.0
isngyn,35760,9.0
MonsieurPapillon,454,8.0
Riwn66,10067,9.0
powerofemo,14653,6.0
arunbainz,35928,5.0
Tief,552,6.0
Risuperu,35120,7.0
poundscoin,52742,9.0
Thomas_Atwood,30015,10.0
Monkey_D_Mrowek,50709,7.0
artin_1702,33352,8.0
aromanga,41025,9.0
itsjvy,35860,7.0
Monya3,30907,7.0
itsfreddiejae,34577,7.0
Rise-Sama,4059,8.0
professor_otaku,28819,5.0
itss_abbyyy,52446,9.0
Monteschizo,3784,8.0
RivetingWeeb,27601,8.0
Ristarchik,51212,6.0
Monika_0089,36397,8.0
Throttlee,1525,7.0
CL_02,51535,9.0
Monkwok,56348,6.0
ashinkei,38528,8.0
-Keiko-,3652,9.0
ForVice,50608,9.0
-00,6,5.0
Moonafier,11757,6.0
KashKetchum,24415,5.0
itztragic,54714,7.0
Tiger19,50002,8.0
KatExist,41514,5.0
arumida,853,9.0
MonkeyDLuffy1428,50330,10.0
Thunder_1,40852,9.0
CagalloPerSequia,38068,7.0
ThorinPink,442,5.0
Mons1337,21881,4.0
Katler,54362,8.0
CRISTOsinP,37779,10.0
Moonquirk45,28805,7.0
Moonboy021,33352,7.0
MonsterGH,52347,6.0
Tide_125,33352,8.0
ittihatcikao,18671,5.0
-Ginko,12049,10.0
-ANIME-OVERLORD,30,10.0
KateyamaTaka,38000,9.0
pouuuiii,1886,8.0
CakesGalore_,31964,8.0
Katsudon96,41812,6.0
Moodiekiller,40855,8.0
-Lucas_Rocha-,28223,9.0
potatoladica,37348,9.0
RoZayBry,225,7.0
ivanvuruna,56285,6.0
Katsuragi222,43523,7.0
MooDuck,16782,6.0
CaioVieira1917,949,10.0
KasukeLp,5690,9.0
Monch-Senpai,24439,7.0
-Mahesvara,28891,10.0
Kasaio,1088,8.0
-FourDauntless-,1642,10.0
itikitty,38533,7.0
ThyKonvict,54789,9.0
-ANIgourMEt,24415,7.0
Monokuma39,8246,6.0
TiagoCosta,7739,3.0
CaelDeus,7711,6.0
ThomaShrek,17074,9.0
Rioton,39017,7.0
--sayori--,10067,9.0
itarekahmed,40221,10.0
-God,18247,4.0
TiagoGomes,1859,5.0
CLModerno,48661,8.0
Monstergamer265,16498,8.0
--Ryu--,53407,8.0
-Aniki-Kamina-,30240,8.0
Monkey-D-Efrain,49387,10.0
FoxSyn,34403,3.0
arpia97,36882,2.0
-Ian-101,29093,7.0
psm3l0,58939,6.0
RisingAceTraine,49709,7.0
-Juanjo,56671,4.0
Moon_spell,32,9.0
-Keiko3-,5081,3.0
Thryms,30385,5.0
promanias,22043,7.0
RisunKil,4224,8.0
CaioLima20,38936,6.0
FrankPT,31478,9.0
ThyPenguinZ,2116,8.0
KatorixKorgiz,41619,8.0
ThunK69,30654,9.0
Katsumi96,5681,6.0
potatostuff,7088,6.0
prado086432,20583,7.0
Riskeric,40010,7.0
-Kiraide-,2563,8.0
iuzumi,52193,8.0
Kath_E,38201,8.0
Tiffanylevi,42249,8.0
CPTyami,36028,10.0
iwan5566,38816,7.0
Karuchi,1387,8.0
Cajunator,31,9.0
RoDem,268,9.0
Forwards,1210,10.0
FragileGlass,36470,7.0
Moonchiix,31646,8.0
Caju144,3731,9.0
Riucc,40542,8.0
Throni,37104,1.0
KasutoroSama,2251,9.0
CSMPiano,30831,8.0
-Kiraide-,237,8.0
isipinashi,14719,8.0
Rmkk,11887,9.0
Monzazaraza,36885,7.0
Riri_33,4901,10.0
CT4,11757,6.0
CPxSUBZEROx,3654,8.0
Monel24,34543,6.0
-Aras,59095,7.0
FranTomiko,51019,9.0
artas152,22319,10.0
ThorusFTW,37055,9.0
MonkeDLuffy,23421,8.0
Monkey_D_Alif_21,32615,8.0
-Aras,24833,5.0
Monkkz,8247,7.0
Forcashen,822,10.0
art_3,34382,4.0
ixFeisty,51417,9.0
MoonMoon6969,9260,7.0
Fractured-Image,45576,6.0
przemek123,53013,6.0
Thryms,38793,6.0
itsbabu,34973,7.0
Katania48,37449,6.0
Fr3nch,18671,6.0
RizelSenpai,3918,7.0
FoxyGumiho,38408,9.0
asdasjdsa,33743,6.0
Kasou,30902,7.0
Franciscocsjr,17074,9.0
Monkeryz,31261,5.0
Mondaleaf,38691,8.0
Kaszalot,245,10.0
Katakuri187,12189,7.0
Fouadbenameur,30458,7.0
CSGMarch,8516,9.0
CaioOkada,36296,7.0
prosthesis,38826,6.0
Caju144,49692,9.0
prateekchhikara,431,8.0
Foxx_03,32995,6.0
-LilBabuSpectre-,31933,8.0
Katsuki,36474,8.0
Forever--Young,50434,7.0
-Kano-,6746,8.0
Risswelt,2403,8.0
princessLily,17259,8.0
-MAZ1NO,28977,10.0
Rizz97,35851,8.0
princessleddit,49869,1.0
Caden_Chu,35413,7.0
-LuskaS-,39741,7.0
Formutor,17819,5.0
Thryms,22535,8.0
ashyz,50410,4.0
Rkelt,52816,7.0
arkilag,45055,8.0
pr11,48614,8.0
-00,52505,5.0
Moonl1tS,11633,6.0
-Akirion-,37621,7.0
MonjaElisa,4472,7.0
Rishama,44069,8.0
arvin_1219,33558,8.0
-LuskaS-,36510,1.0
CY0R,4081,9.0
Kasll,40839,7.0
powerOfNeo107,20767,7.0
psi_rockin,55845,4.0
itsbartualtas,50608,4.0
Riuzed,36793,8.0
-Eien-,25143,5.0
Kartzw,9253,9.0
CableApprehensiv,37362,5.0
Monsmania,34284,7.0
arnav_vv,7724,7.0
Francie,38826,8.0
itsshinn,50709,8.0
MontuBoss,10495,7.0
Tiancheng964,22199,9.0
-BeQ-,779,7.0
Caioviski_,5205,9.0
Risubb,1709,8.0
Rius,10711,8.0
Foolishweeb,227,7.0
Moonalice,31914,5.0
pp813,807,7.0
Tiayeone,322,8.0
KatExist,60732,5.0
-Kazu,9181,8.0
KarnaKua,41587,6.0
issa_labshat,38691,9.0
Monga,31973,7.0
Karinyia,31117,7.0
France53,245,10.0
arul19,54918,3.0
ashmotrex,269,9.0
prince_loomba,33019,7.0
pqrro,51019,9.0
CaNNaBizZ,31772,10.0
-Kurosawa-,4970,4.0
FrancisFrancisco,32182,9.0
COSLIAS,44087,7.0
KashKetchum,32937,7.0
Monta93,34438,10.0
KarmaSlyr,5300,8.0
-Kotoamatsukami-,31181,8.0
itsmedibba04,834,5.0
-David,16894,8.0
ittybittytitty,14753,7.0
psh,35760,9.0
Karokek7,20785,8.0
RoKuRotAz,21639,7.0
Cajosh24,30484,9.0
Foxcoo,37475,6.0
Karuto90,51105,8.0
Kashtanator,54744,5.0
TiaVaylik,36516,8.0
CNeto,34290,7.0
TiinaSprout,22547,9.0
princessleddit,4483,6.0
-Kosutasu-,17729,8.0
KarstNoPrime,32937,9.0
Riselv,33309,5.0
CalCite3,52991,9.0
-Lyrica-,31706,7.0
----shia,41226,5.0
itsveryvince,40497,7.0
Karuto90,298,6.0
Katsudon96,56218,8.0
power_of_morgana,18115,7.0
-Hogarth-,6189,5.0
artubis,38753,9.0
Kartogamo,37765,8.0
itsankith,10794,9.0
artanblacknight,35249,6.0
-DarKSlayeR-,42203,9.0
Foxcoo,46569,5.0
Karuchi,10408,6.0
Threnzy,6702,9.0
Monomatt0013,13601,8.0
artreo,50602,10.0
ivilinia,457,9.0
MonsieurPapillon,11319,9.0
