run_uuid,run_name,status,start_time,end_time,artifact_uri,experiment_id,experiment_name,metric.DecisionTree_cv_rmse_mean,metric.DecisionTree_cv_rmse_std,metric.DecisionTree_fit_time,metric.DecisionTree_greedy_mae,metric.DecisionTree_greedy_r2,metric.DecisionTree_greedy_rmse,metric.DecisionTree_mae,metric.DecisionTree_optuna_mae,metric.DecisionTree_optuna_r2,metric.DecisionTree_optuna_rmse,metric.DecisionTree_r2,metric.DecisionTree_rmse,metric.DecisionTree_svd_fit_time,metric.DecisionTree_svd_mae,metric.DecisionTree_svd_r2,metric.DecisionTree_svd_rmse,metric.GradientBoosting_cv_rmse_mean,metric.GradientBoosting_cv_rmse_std,metric.GradientBoosting_fit_time,metric.GradientBoosting_mae,metric.GradientBoosting_r2,metric.GradientBoosting_rmse,metric.GradientBoosting_svd_fit_time,metric.GradientBoosting_svd_mae,metric.GradientBoosting_svd_r2,metric.GradientBoosting_svd_rmse,metric.KNN_cv_rmse_mean,metric.KNN_cv_rmse_std,metric.KNN_fit_time,metric.KNN_greedy_mae,metric.KNN_greedy_r2,metric.KNN_greedy_rmse,metric.KNN_grid_mae,metric.KNN_grid_r2,metric.KNN_grid_rmse,metric.KNN_mae,metric.KNN_optuna_mae,metric.KNN_optuna_r2,metric.KNN_optuna_rmse,metric.KNN_r2,metric.KNN_rmse,metric.KNN_svd_fit_time,metric.KNN_svd_mae,metric.KNN_svd_r2,metric.KNN_svd_rmse,metric.Lasso_alpha_0.001_mae,metric.Lasso_alpha_0.001_r2,metric.Lasso_alpha_0.001_rmse,metric.Lasso_alpha_0.01_mae,metric.Lasso_alpha_0.01_r2,metric.Lasso_alpha_0.01_rmse,metric.Lasso_alpha_0.1_mae,metric.Lasso_alpha_0.1_r2,metric.Lasso_alpha_0.1_rmse,metric.Lasso_alpha_10_mae,metric.Lasso_alpha_10_r2,metric.Lasso_alpha_10_rmse,metric.Lasso_alpha_1_mae,metric.Lasso_alpha_1_r2,metric.Lasso_alpha_1_rmse,metric.Lasso_cv_rmse_mean,metric.Lasso_cv_rmse_std,metric.Lasso_fit_time,metric.Lasso_greedy_mae,metric.Lasso_greedy_r2,metric.Lasso_greedy_rmse,metric.Lasso_grid_mae,metric.Lasso_grid_r2,metric.Lasso_grid_rmse,metric.Lasso_mae,metric.Lasso_optuna_mae,metric.Lasso_optuna_r2,metric.Lasso_optuna_rmse,metric.Lasso_r2,metric.Lasso_rmse,metric.Lasso_svd_fit_time,metric.Lasso_svd_mae,metric.Lasso_svd_r2,metric.Lasso_svd_rmse,metric.Linear_cv_rmse_mean,metric.Linear_cv_rmse_std,metric.Linear_fit_time,metric.Linear_greedy_mae,metric.Linear_greedy_r2,metric.Linear_greedy_rmse,metric.Linear_mae,metric.Linear_optuna_mae,metric.Linear_optuna_r2,metric.Linear_optuna_rmse,metric.Linear_r2,metric.Linear_rmse,metric.Linear_svd_fit_time,metric.Linear_svd_mae,metric.Linear_svd_r2,metric.Linear_svd_rmse,metric.LogisticRegression_accuracy,metric.LogisticRegression_f1,metric.LogisticRegression_fit_time,metric.LogisticRegression_precision,metric.LogisticRegression_recall,metric.MLP_multi_cv_rmse_mean,metric.MLP_multi_cv_rmse_std,metric.MLP_multi_fit_time,metric.MLP_multi_mae,metric.MLP_multi_r2,metric.MLP_multi_rmse,metric.MLP_multi_svd_fit_time,metric.MLP_multi_svd_mae,metric.MLP_multi_svd_r2,metric.MLP_multi_svd_rmse,metric.MLP_single_cv_rmse_mean,metric.MLP_single_cv_rmse_std,metric.MLP_single_fit_time,metric.MLP_single_mae,metric.MLP_single_r2,metric.MLP_single_rmse,metric.MLP_single_svd_fit_time,metric.MLP_single_svd_mae,metric.MLP_single_svd_r2,metric.MLP_single_svd_rmse,metric.NaiveBayes_accuracy,metric.NaiveBayes_f1,metric.NaiveBayes_fit_time,metric.NaiveBayes_precision,metric.NaiveBayes_recall,metric.RandomForest_cv_rmse_mean,metric.RandomForest_cv_rmse_std,metric.RandomForest_fit_time,metric.RandomForest_mae,metric.RandomForest_r2,metric.RandomForest_rmse,metric.RandomForest_svd_fit_time,metric.RandomForest_svd_mae,metric.RandomForest_svd_r2,metric.RandomForest_svd_rmse,metric.Ridge_alpha_0.01_mae,metric.Ridge_alpha_0.01_r2,metric.Ridge_alpha_0.01_rmse,metric.Ridge_alpha_0.1_mae,metric.Ridge_alpha_0.1_r2,metric.Ridge_alpha_0.1_rmse,metric.Ridge_alpha_100_mae,metric.Ridge_alpha_100_r2,metric.Ridge_alpha_100_rmse,metric.Ridge_alpha_10_mae,metric.Ridge_alpha_10_r2,metric.Ridge_alpha_10_rmse,metric.Ridge_alpha_1_mae,metric.Ridge_alpha_1_r2,metric.Ridge_alpha_1_rmse,metric.Ridge_cv_rmse_mean,metric.Ridge_cv_rmse_std,metric.Ridge_fit_time,metric.Ridge_greedy_mae,metric.Ridge_greedy_r2,metric.Ridge_greedy_rmse,metric.Ridge_grid_mae,metric.Ridge_grid_r2,metric.Ridge_grid_rmse,metric.Ridge_mae,metric.Ridge_optuna_mae,metric.Ridge_optuna_r2,metric.Ridge_optuna_rmse,metric.Ridge_r2,metric.Ridge_rmse,metric.Ridge_svd_fit_time,metric.Ridge_svd_mae,metric.Ridge_svd_r2,metric.Ridge_svd_rmse,metric.SVC_linear_accuracy,metric.SVC_linear_f1,metric.SVC_linear_fit_time,metric.SVC_linear_precision,metric.SVC_linear_recall,metric.SVR_linear_cv_rmse_mean,metric.SVR_linear_cv_rmse_std,metric.SVR_linear_fit_time,metric.SVR_linear_mae,metric.SVR_linear_r2,metric.SVR_linear_rmse,metric.SVR_linear_svd_fit_time,metric.SVR_linear_svd_mae,metric.SVR_linear_svd_r2,metric.SVR_linear_svd_rmse,metric.SVR_poly_cv_rmse_mean,metric.SVR_poly_cv_rmse_std,metric.SVR_poly_fit_time,metric.SVR_poly_mae,metric.SVR_poly_r2,metric.SVR_poly_rmse,metric.SVR_rbf_cv_rmse_mean,metric.SVR_rbf_cv_rmse_std,metric.SVR_rbf_fit_time,metric.SVR_rbf_mae,metric.SVR_rbf_r2,metric.SVR_rbf_rmse,metric.SVR_rbf_svd_fit_time,metric.SVR_rbf_svd_mae,metric.SVR_rbf_svd_r2,metric.SVR_rbf_svd_rmse,metric.greedy_best_score,metric.grid_best_score,metric.optuna_best_score,param.DecisionTree_svd_type,param.DecisionTree_type,param.GradientBoosting_svd_type,param.GradientBoosting_type,param.KNN_svd_type,param.KNN_type,param.Lasso_svd_type,param.Lasso_type,param.Linear_svd_type,param.Linear_type,param.MLP_multi_svd_type,param.MLP_multi_type,param.MLP_single_svd_type,param.MLP_single_type,param.RandomForest_svd_type,param.RandomForest_type,param.Ridge_svd_type,param.Ridge_type,param.SVR_linear_svd_type,param.SVR_linear_type,param.SVR_poly_type,param.SVR_rbf_svd_type,param.SVR_rbf_type,param.alpha,param.fit_intercept,param.max_depth,param.min_samples_leaf,param.min_samples_split,param.model__alpha,param.n_neighbors,param.p,param.weights,tag.best_model_baseline,tag.best_model_pca,tag.mlflow.parentRunId,tag.mlflow.runName,tag.mlflow.source.git.commit,tag.mlflow.source.name,tag.mlflow.source.type,tag.mlflow.user
b3a5d3ac13874103a00b5bc45f17e085,GridSearch_Pipeline,FINISHED,1780089814371,1780089821881.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/b3a5d3ac13874103a00b5bc45f17e085/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0063131540690184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,5ef675ac53ee439496064988ae510254,GridSearch_Pipeline,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
5b77159a196648deab418baabe0de43d,greedy_search_regression,FINISHED,1780089842569,1780097129257.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/5b77159a196648deab418baabe0de43d/artifacts,1,Projeto_Grupo_8,,,,1.3145797726635167,0.0979132393077895,1.7168996540062218,,,,,,,,,,,,,,,,,,,,,,,,1.3278311491012573,0.08070778846740723,1.7331954794253626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3453094318287184,0.0777697686707497,1.7359628857656704,,,,,,,,,,,,,,,,,1.3448769552339666,0.0780138911326651,1.735733108228644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3448780400410358,0.07801352966510833,1.7357334484784257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_search_regression,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
738b1e1ce21c4ae394d6eef900e82fc3,Greedy_LinearRegression,FINISHED,1780089845231,1780089852494.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/738b1e1ce21c4ae394d6eef900e82fc3/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.005756185543301,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,5b77159a196648deab418baabe0de43d,Greedy_LinearRegression,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
fbc9684150cd425b9b95c7d0fc63b84f,Greedy_Ridge,FINISHED,1780089861005,1780089867920.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/fbc9684150cd425b9b95c7d0fc63b84f/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.005756137271716,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,,,,,,,,,,5b77159a196648deab418baabe0de43d,Greedy_Ridge,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
8f101b3580934212a6985e305db18800,Greedy_Lasso,FINISHED,1780089877381,1780089884735.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/8f101b3580934212a6985e305db18800/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.006340846318819,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,True,,,,,,,,,,5b77159a196648deab418baabe0de43d,Greedy_Lasso,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
f168b8150a3b42368a4f8be06f6eec5c,Greedy_KNeighborsRegressor,FINISHED,1780096963630,1780096972032.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/f168b8150a3b42368a4f8be06f6eec5c/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.042883555094401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,uniform,,,5b77159a196648deab418baabe0de43d,Greedy_KNeighborsRegressor,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
7a07a1868bd346d3972678be22b82ee3,Greedy_DecisionTreeRegressor,FINISHED,1780097121500,1780097129089.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/7a07a1868bd346d3972678be22b82ee3/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9411900885118007,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,10,,,,,,,5b77159a196648deab418baabe0de43d,Greedy_DecisionTreeRegressor,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
6d7cac07f91b4b98b988f90053353e6d,optuna_search_regression,FINISHED,1780097129289,1780099275623.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/6d7cac07f91b4b98b988f90053353e6d/artifacts,1,Projeto_Grupo_8,,,,,,,,1.3132092576447094,0.098830884304145,1.7160261763549676,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3286032512454269,0.0793902236923284,1.7344370809978154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3449112611630154,0.07800450142432525,1.735741946749089,,,,,,,,,,,,,,1.3448769552339666,0.0780138911326651,1.735733108228644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3448769608624955,0.07801388925881914,1.7357331099924973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optuna_search_regression,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
db29ad3440d04245b0fef0e88fe1fc22,Optuna_LinearRegression,FINISHED,1780097135859,1780097142875.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/db29ad3440d04245b0fef0e88fe1fc22/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.005756185543301,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,6d7cac07f91b4b98b988f90053353e6d,Optuna_LinearRegression,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
43615a396dbd424bb83ee6ff672c07ef,Optuna_Ridge,FINISHED,1780097149311,1780097156536.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/43615a396dbd424bb83ee6ff672c07ef/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0057561851955747,,,,,,,,,,,,,,,,,,,,,,,,0.005215217853861734,True,,,,,,,,,,6d7cac07f91b4b98b988f90053353e6d,Optuna_Ridge,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
50244e8d754b4a1b9b92eb212b87d075,Optuna_Lasso,FINISHED,1780097171960,1780097179013.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/50244e8d754b4a1b9b92eb212b87d075/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.005762562608082,,,,,,,,,,,,,,,,,,,,,,,,0.00010605957586630573,True,,,,,,,,,,6d7cac07f91b4b98b988f90053353e6d,Optuna_Lasso,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
61a3020e32b349e9b8e68aad87d541d5,Optuna_KNeighborsRegressor,FINISHED,1780099111466,1780099118512.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/61a3020e32b349e9b8e68aad87d541d5/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.047389502410791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,distance,,,6d7cac07f91b4b98b988f90053353e6d,Optuna_KNeighborsRegressor,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
740cf71ef50c4d39881d9e8d97dba864,Optuna_DecisionTreeRegressor,FINISHED,1780099268057,1780099275420.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/740cf71ef50c4d39881d9e8d97dba864/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.937138933242814,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,20,,,,,,,6d7cac07f91b4b98b988f90053353e6d,Optuna_DecisionTreeRegressor,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
c486fd67a9d444c7a69be327f987ae4d,pca_models,FINISHED,1780099277790,1780100209637.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/c486fd67a9d444c7a69be327f987ae4d/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,0.20548582077026367,1.314553001249456,0.09641567741213564,1.7183241828845588,,,,,,,16.662343740463257,1.3236614487667906,0.08854334481744142,1.7257932609548707,,,,,,,,,,,,,,,,0.30144333839416504,1.5259039402008057,-0.16089212894439697,1.9476758702678891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10985898971557617,1.372695670232294,0.03599185765533075,1.7748477717324336,,,,,,,,,,,,,0.03764748573303223,1.3726686753331767,0.03602864834691788,1.7748139035018973,,,,,,,,,,,,442.8058559894562,1.3513431129063282,0.048196344084334486,1.7635770675565103,,,,,,,97.46365141868591,1.3485583367715253,0.05211869777140177,1.7599394925887262,,,,,,,,,,,,12.752339601516724,1.3142450153314553,0.09721267279837098,1.7175662023996816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025516986846923828,1.3726686740608038,0.03602859872876074,1.7748139491790815,,,,,,,,,,,,53.49255347251892,2.2350828972002077,-1.0160472694021636,2.5666763794105374,,,,,,,,,,,,,78.74791669845581,2.2289643119605183,-1.0069705210204476,2.5608919522453135,,,,DecisionTreeRegressor,,GradientBoostingRegressor,,KNeighborsRegressor,,Lasso,,LinearRegression,,MLPRegressor,,MLPRegressor,,RandomForestRegressor,,Ridge,,SVR,,,SVR,,,,,,,,,,,,RandomForest,,pca_models,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
008f3b10634449abb77a2739972362c0,classification_models,RUNNING,1780100210350,,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/008f3b10634449abb77a2739972362c0/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64631,0.7561649879699145,6.578105449676514,0.7670960793364385,0.7455410549211527,,,,,,,,,,,,,,,,,,,,,0.74926,0.8525544526508915,0.120147705078125,0.7512332117393468,0.9854676454594888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,classification_models,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
4bc4192ff1c94abe8fa45d6d4bae119d,GridSearch_KNeighborsClassifier,FINISHED,1780100219966,1780100227133.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/4bc4192ff1c94abe8fa45d6d4bae119d/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8534969574948058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,uniform,,,008f3b10634449abb77a2739972362c0,GridSearch_KNeighborsClassifier,591a03d36ffee4277828d94b35305b6beb473c89,c:/Users/joaop/Desktop/Project_Group_8/run_all.py,LOCAL,joaop
99bfa26a3c6249e08945ae3103699ff2,baseline_models,FINISHED,1780181953116,1780184254570.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/99bfa26a3c6249e08945ae3103699ff2/artifacts,1,Projeto_Grupo_8,,,1.5453357696533203,,,,1.314188561522516,,,,0.0971417723693272,1.7176336456314163,,,,,,,40.202839374542236,1.3166016240495635,0.09673602497936062,1.7180195573198584,,,,,,,2.635485887527466,,,,,,,1.4900639057159424,,,,-0.12158739566802979,1.9144204564042158,,,,,,,,,,,,,,,,,,,,,,0.30994510650634766,,,,,,,1.3453094324866648,,,,0.07776976824610426,1.7359628861653367,,,,,,,0.4074525833129883,,,,1.3448769558864657,,,,0.07801389070895659,1.7357331086274814,,,,,,,,,,,,1302.2553555965424,1.32198155638556,0.09338909318243882,1.7211995676627294,,,,,,,172.57296514511108,1.3260416920247662,0.09098630973428035,1.7234788989851637,,,,,,,,,,,,27.578912258148193,1.313611217893854,0.09816902175730013,1.7166562273467565,,,,,,,,,,,,,,,,,,,,,,0.06939983367919922,,,,,,,1.3448780406932468,,,,0.0780135292413936,1.7357334488772687,,,,,,,,,,,,19.413039684295654,2.625956016708338,-1.6996233896724453,2.970108739671916,,,,,,,237.64522337913513,23.25192626732023,-165.73760318008416,23.34197156930267,,,28.2408504486084,2.1967715528256466,-0.9585878017285028,2.5298354926451148,,,,,,,,,DecisionTreeRegressor,,GradientBoostingRegressor,,KNeighborsRegressor,,Lasso,,LinearRegression,,MLPRegressor,,MLPRegressor,,RandomForestRegressor,,Ridge,,SVR,SVR,,SVR,,,,,,,,,,RandomForest,,,baseline_models,aed27267c827272e6b829506f0ac77b380b01234,run_all.py,LOCAL,joaop
52c86cbf6fec4fb5aa28208df8b645ee,cross_validation,FINISHED,1780184254600,1780190107123.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/52c86cbf6fec4fb5aa28208df8b645ee/artifacts,1,Projeto_Grupo_8,1.7154679382976468,0.00358524557227001,,,,,,,,,,,,,,,1.7162220633920313,0.0036298944517338303,,,,,,,,,1.8160862128490307,0.02187813260845019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7342581328358933,0.00403475096954253,,,,,,,,,,,,,,,,,,1.7340885019688124,0.003984837245247643,,,,,,,,,,,,,,,,,,,,1.7211499892613138,0.0046675271497238525,,,,,,,,,1.7239111206941984,0.004268544893866431,,,,,,,,,,,,,,1.7145592481072385,0.003631776040268993,,,,,,,,,,,,,,,,,,,,,,,,1.7340885028736555,0.0039849955779977545,,,,,,,,,,,,,,,,,,,,,,,3.028350452048609,0.3537822881626747,,,,,,,,,18.489185123825848,6.16414486030329,,,,,2.463877197346396,0.11286699330479118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cross_validation,aed27267c827272e6b829506f0ac77b380b01234,run_all.py,LOCAL,joaop
2cb07b907ceb422391d6f9c6b496b354,grid_search,FINISHED,1780190107151,1780190163516.0,file:C:/Users/joaop/Desktop/Project_Group_8/mlruns/1/2cb07b907ceb422391d6f9c6b496b354/artifacts,1,Projeto_Grupo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3387813568115234,0.07361537218093872,1.7398685366197177,,,,,,,,,,,1.3453094324866648,0.07776976824610426,1.7359628861653367,1.348658694472959,0.07351111500982188,1.739966414085579,1.3878220854169618,0.012237662102262181,1.796581776459148,1.40036758275,-1.2879921749364698e-05,1.807688334519048,1.40036758275,-1.2879921749364698e-05,1.807688334519048,,,,,,,1.3453094324866648,0.07776976824610426,1.7359628861653367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3448769666789688,0.0780138871158147,1.73573311200971,1.3448770643622534,0.07801385475794187,1.7357331424682114,1.3449800774080742,0.07795877758381364,1.7357849858984773,1.3448877408645383,0.07801008284383126,1.7357366929714753,1.3448780406932468,0.0780135292413936,1.7357334488772687,,,,,,,1.3448770643622534,0.07801385475794187,1.7357331424682114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid_search,aed27267c827272e6b829506f0ac77b380b01234,run_all.py,LOCAL,joaop
